filename,Cephalopod,fish
-_233_jpg.rf.fba8a4a0a529a0eade8510e9ca326a48.jpg,0,1
-_124_jpg.rf.d63826b077330abd55ef718ff1423835.jpg,0,1
-_117_jpg.rf.7c71b1577a66e148aec7b88e09de2748.jpg,0,1
-_282_jpg.rf.bebd1d03c98270991177d5cb02b39147.jpg,0,1
-_257_jpg.rf.3bebe0cc4bd134f6fa97640b28edb5bd.jpg,0,1
Screenshot-from-2025-03-14-17-06-43_png.rf.27bed748938e34bfc2ed49b36035ce49.jpg,0,1
-2025-03-10-153130_jpg.rf.d7df619005d1c639b228ee4aa8fd0f15.jpg,0,1
-_18_jpg.rf.b353f35d002337591852acbe2fb2a6d6.jpg,0,1
-_258_jpg.rf.e69e33e81a3c4ca485294f687a5ae473.jpg,0,1
-_70_jpg.rf.54c65fcd36faa94fb2e55baf70e6f763.jpg,0,1
-_74_jpg.rf.28773655ee81d32c06496e67ff104a4f.jpg,0,1
Screenshot-from-2025-03-14-17-13-44_png.rf.a3f71c149680515547ce765647e16fdb.jpg,0,1
-_288_jpg.rf.b467b5412723a62a51bf490ba51b30a6.jpg,0,1
-_170_jpg.rf.30d1f8d8d3814f16a9c8f1892aa3a641.jpg,0,1
-_156_jpg.rf.d3123a86445cc53192bc32a3431f227d.jpg,1,0
-_189_jpg.rf.d5c08d83bc77f6d837203146242b5853.jpg,0,1
-2025-03-13-103738_jpg.rf.0e30ba13ad6d7ebb39efc9ad6cd97d1a.jpg,1,0
-_213_jpg.rf.63cb6103d5868fe32f1176c20a601b3f.jpg,1,0
-_103_jpg.rf.75cfd82102854e348c99b37c21a19742.jpg,0,1
Screenshot-from-2025-03-14-17-07-44_png.rf.69c00fd4bc6b986dedba94ae3fe3641f.jpg,0,1
-_245_jpg.rf.9e5f800f58fcf61cee2606aa36188bc5.jpg,0,1
-_196_jpg.rf.e36035a201a5b623f82f1caa25f0d333.jpg,0,1
-_21_jpg.rf.97460f223f00c0871626e4c56aa61b1b.jpg,1,0
-_210_jpg.rf.342e0866153d04ac7c18846ae3d374a7.jpg,1,0
-_21_jpg.rf.14678bd5e0a5359a2b6058cc43d71c10.jpg,1,0
-_209_jpg.rf.c563ce0b1882492621577e079d1b43a9.jpg,1,0
-_68_jpg.rf.27d501cb418123604ac820bffcd13f2b.jpg,0,1
-_264_jpg.rf.ad91846fe46bf66f80e59aed85d1ed1e.jpg,0,1
-_297_jpg.rf.078b27ec582bc5ba1a7fb3f79b3561f5.jpg,0,1
-_102_jpg.rf.e69168623df1b1dce289054815ee527f.jpg,0,1
-_154_jpg.rf.d3315c9a7f98b688724c6ddf0ae2f3cf.jpg,1,0
-_260_jpg.rf.fb45d5c7f2b0e763e123976b6f7fd799.jpg,0,1
-_202_jpg.rf.955751f89b56bbe2b6340761b56b5af5.jpg,1,0
-2025-03-10-160950_jpg.rf.76b59f561dccd53f11a7ec38ed24fd27.jpg,0,1
-_22_jpg.rf.9fffd5420520706ecdebf66cd4a10378.jpg,1,0
-_197_jpg.rf.4ab229a5ae3f4d688430b814f05ebb08.jpg,0,1
-2025-03-13-103818_jpg.rf.adbf06b82ed549c4024e8806de1a2ce4.jpg,1,0
-_163_jpg.rf.c8f4942d9911a5678a3f2132bc86d97a.jpg,0,1
-2025-03-13-103754_jpg.rf.7a2cb43392a690057e2867c1e7f218f4.jpg,1,0
-2025-03-13-103719_jpg.rf.e861c0b91386f284fa64c648e7592f76.jpg,1,0
-_16_jpg.rf.bcb11fcd910867c745d9046179ef90f3.jpg,1,0
-_58_jpg.rf.f3088558e8ebab370d4e7ed0f574549c.jpg,0,1
-_122_jpg.rf.2b24988ee34616fc9f1004d4171f7a0f.jpg,0,1
-_36_jpg.rf.ae42b2b63b9fd2109b34f05b71f90b34.jpg,0,1
-_60_jpg.rf.2b13fdca26e694ea8fc82d737db76eaf.jpg,0,1
-_128_jpg.rf.fc7fa87d5df70aaa48a91797b7f649ef.jpg,0,1
-_47_jpg.rf.c14d53a1e9e63d5175b2efd3a50fda1f.jpg,0,1
-_226_jpg.rf.054b4913601cbc8da1860e3c56d7d349.jpg,0,1
-_237_jpg.rf.ffe3699f1967b616da5e53fe8c0d7b89.jpg,0,1
-_289_jpg.rf.c7569042f0f863648c17ced43a202ed1.jpg,0,1
-_157_jpg.rf.3adc76ff69ef994a01340dd047c246fb.jpg,1,0
-_132_jpg.rf.9b5f90f9a461b183b4af759803497323.jpg,0,1
-_163_jpg.rf.73a4e9b339a4770db5027b9e4655b8b8.jpg,1,0
-_43_jpg.rf.e5a79adb5d65445f9ca5309bca2b3a36.jpg,0,1
-_48_jpg.rf.633f616bcc0daa769df1c905e7abd799.jpg,0,1
-_75_jpg.rf.bebad9d0c7a9d9c4800c87eceb82905d.jpg,0,1
-_4_jpg.rf.823baa5355560763504efce97c628fcc.jpg,0,1
-_44_jpg.rf.0d9681b44e8ace88330147318461f88b.jpg,0,1
-_42_jpg.rf.a245ede0f4e87507fb2b97bbab59c0a9.jpg,0,1
-_30_jpg.rf.519ebe766432ac3a453910dec01b707c.jpg,0,1
-_161_jpg.rf.b2a9b573e03f7311d170b257e5c4c8f4.jpg,1,0
-_218_jpg.rf.3ceb5627d9229bb4a612a712ce564564.jpg,1,0
-_7_jpg.rf.e632c0dc4fffbc41f2c6e584240ca5a7.jpg,0,1
-_14_jpg.rf.a16162877f00323d23c8d1e209e94ef6.jpg,0,1
-_26_jpg.rf.8eae49da0a02640c63071d64c1408a12.jpg,0,1
-_268_jpg.rf.9c4d505651e2b7ace1d2219b0e238eb9.jpg,0,1
-_265_jpg.rf.6ea9f85082152740fa4070d62b9d369d.jpg,0,1
-_272_jpg.rf.0c1356ece504649a6bc9913b6df9086a.jpg,0,1
-_130_jpg.rf.eec7cf1bb639105b67c59c67a19ec86b.jpg,1,0
-_68_jpg.rf.e4b6c22d7e822e406112bc3436b0abea.jpg,0,1
-_8_jpg.rf.36040af734c3ff76bd813c287c97793c.jpg,0,1
-_242_jpg.rf.6e80f7116a3e59e80327f870f97c2f8b.jpg,0,1
-_213_jpg.rf.698888e549b4bc90c3014117054437eb.jpg,1,0
-_170_jpg.rf.dcc9479539cc3096118ef3a7b850194d.jpg,1,0
-_131_jpg.rf.fbae89a7390e707025b5fc3e168e1765.jpg,0,1
-_195_jpg.rf.26444fb653e3c65a1bae797ab28cd9ac.jpg,0,1
-_190_jpg.rf.4caa41c44e0e7bd32962fc1b8116deb0.jpg,0,1
-_77_jpg.rf.244fbc142563b8da36b1892be4e2d6a3.jpg,0,1
Screenshot-from-2025-03-14-17-13-47_png.rf.33387fa4d6fa64d170031aef0bc0f362.jpg,0,1
-_1_jpg.rf.5cb7983674d682b3a8f4fe12126dada1.jpg,0,1
-_226_jpg.rf.1bf93a305decb32911c31f46f1883dda.jpg,1,0
-_225_jpg.rf.3f6401f011de43e96c80487cb8de4393.jpg,1,0
-2025-03-13-103943_jpg.rf.31798247133efbd4a58977b298328671.jpg,1,0
-_188_jpg.rf.8d08293e236e11a4f9215fe8adaa060a.jpg,0,1
-_268_jpg.rf.d5dedb5b8721e94d6b8600b4130c08eb.jpg,0,1
-2025-03-10-161004_jpg.rf.d6e4ebc2516fd9f2090011724d258535.jpg,0,1
-_63_jpg.rf.9138b33df7e3613880be04c926d7d687.jpg,0,1
-_172_jpg.rf.312a6ec247fad11112c6734c0b8ebdde.jpg,0,1
-_6_jpg.rf.47e225aef7132e1a5d82ace04d42fbd8.jpg,0,1
-_267_jpg.rf.da9c9ea338161adb9b5e3c98e400400b.jpg,0,1
-_157_jpg.rf.347e406612f3b70bd72fd3acbaae631a.jpg,0,1
-_16_jpg.rf.71e90a38bcc6bc7060543bcceb85dbb7.jpg,0,1
-_13_jpg.rf.c3ce8fe6e11376a2d9866daeed1a8484.jpg,0,1
-_272_jpg.rf.0a4088d98b9cb754355b8c149ba3f393.jpg,0,1
-_18_jpg.rf.64586762388ddb81907c86cd377d5f36.jpg,0,1
-_155_jpg.rf.bf0e3fc38b4259406ca6126e4bec18ff.jpg,0,1
-_165_jpg.rf.331df2aad27a427daf778d6ea5cba9eb.jpg,0,1
Screenshot-from-2025-03-14-17-06-38_png.rf.441b6d7ef85c05bda667e6574fec4199.jpg,0,1
-_121_jpg.rf.473a1fe672987bf58af6060788b6d665.jpg,0,1
-_2_jpg.rf.fbd3ba63ff8d7074d8e4e206da203773.jpg,1,0
-_11_jpg.rf.6256abdd7b90f1b9f60a4d0a9b8db069.jpg,0,1
-2025-03-10-160913_jpg.rf.76e6e59ca6f8412ed939a5832679fec4.jpg,0,1
-_231_jpg.rf.c1e5daec5244d49d0dfae19d020f40a2.jpg,1,0
-_199_jpg.rf.e13cb213bbf3f5e18f6a0a5ebb37fbdd.jpg,0,1
Screenshot-from-2025-03-14-17-07-55_png.rf.1c122a99e33e4fcce1b21b84cbed0c67.jpg,0,1
-_80_jpg.rf.bb159abdb0b54b4b3fc744b69af2908f.jpg,0,1
-_57_jpg.rf.c6d841b45fa1e9f11a125ada274240c3.jpg,0,1
-2025-03-13-103829_jpg.rf.dddb8e551a44912f5f0c614db1080256.jpg,1,0
-2025-03-13-103839_jpg.rf.3b3bc0bdf6320c73338b7b67ba42f82a.jpg,1,0
-2025-03-13-103925_jpg.rf.1ee16c21e9179c9b49baa14e59184ed2.jpg,1,0
Screenshot-from-2025-03-14-17-07-12_png.rf.62f3363a193062318af7a1b1d0d8fee0.jpg,0,1
-_61_jpg.rf.a4e0a2fac0311ab6cce1bcb33e6d829a.jpg,0,1
-_2_jpg.rf.958e818912d77da3b85da3983fc143d1.jpg,0,1
-_8_jpg.rf.d45945e5b799647a80dc08afac954703.jpg,0,1
Screenshot-from-2025-03-14-17-05-57_png.rf.e1ebbe9f2e4e366d9adcc8969f532d65.jpg,0,1
-_278_jpg.rf.b183803d8ce58ac88f574edd75cd128a.jpg,0,1
-_282_jpg.rf.4e94cc45428843b76cdceaa2d242c868.jpg,0,1
-_20_jpg.rf.667eaede53d19e6655e6ca50ec991afa.jpg,0,1
-_296_jpg.rf.d23c444449945a259cb57b105b7842de.jpg,0,1
-_148_jpg.rf.d0945cefbf6c8639db0b1f5043a2aeea.jpg,0,1
-2025-03-13-103804_jpg.rf.01882f0c13c43e1154a052266dd93d7b.jpg,1,0
-_263_jpg.rf.7a5de922dee5017dd3b1fd8a427eac30.jpg,0,1
-_230_jpg.rf.d8fba8a30d5d0ec90844a727425698de.jpg,1,0
-_173_jpg.rf.e7a169c6759b87944cca54d2294c8fa9.jpg,1,0
